房屋ID,原始州,计算州,方案类型,PV容量_kW,面板数量,电池容量_kWh,投资成本,年用电量_kWh,年发电量_kWh,年自用量_kWh,自用率,回本周期_年,简单回本_年,贴现回本_年,IRR,投资年限,总节省
2701,QLD,WA,高端型,16.72,38,25.1,22718,7634,24749.28,7635.37,30.85%,7.22,7.22,7.57,16.56%,25,141735.64
2701,QLD,TAS,高端型,16.72,38,25.1,22718,10148,24749.28,10149.52,41.01%,5.95,5.95,6.17,19.69%,25,169796.77
2701,QLD,NT,高端型,16.72,38,25.1,22718,10008,24749.28,10009.80,40.44%,6.00,6.00,6.24,19.52%,25,168237.31
2701,QLD,ACT,高端型,16.72,38,25.1,22718,8632,24749.28,8633.29,34.88%,6.65,6.65,6.95,17.81%,25,152873.72
2701,QLD,NSW,平衡型,13.2,30,13.2,13856,7778,19538.90,7549.21,38.64%,4.47,4.47,4.60,25.20%,25,132182.43
2701,QLD,VIC,平衡型,13.2,30,13.2,13856,6778,19538.90,6719.63,34.39%,4.82,4.82,4.98,23.54%,25,122924.95
2701,QLD,QLD,平衡型,13.2,30,13.2,13856,7270,19538.90,7268.14,37.20%,4.58,4.58,4.73,24.64%,25,129030.31
2701,QLD,SA,平衡型,13.2,30,13.2,13856,7129,19538.90,7013.24,35.89%,4.68,4.68,4.84,24.13%,25,126201.89
2701,QLD,WA,平衡型,13.2,30,13.2,13856,7634,19538.90,7509.71,38.43%,4.49,4.49,4.61,25.12%,25,131743.16
2701,QLD,TAS,平衡型,13.2,30,13.2,13856,10148,19538.90,8899.44,45.55%,3.99,3.99,4.09,27.91%,25,147265.11
2701,QLD,NT,平衡型,13.2,30,13.2,13856,10008,19538.90,9147.51,46.82%,3.91,3.91,4.01,28.41%,25,150033.00
2701,QLD,ACT,平衡型,13.2,30,13.2,13856,8632,19538.90,7949.39,40.68%,4.31,4.31,4.44,26.01%,25,136659.41
2701,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
2701,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
2701,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
2701,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
2701,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
2701,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
2701,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
2701,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
2702,QLD,NSW,高端型,20,45,30,26540,7778,29604.40,7779.87,26.28%,7.85,7.85,8.23,15.44%,25,154447.00
2702,QLD,VIC,高端型,20,45,30,26540,6778,29604.40,6779.02,22.90%,8.52,8.52,8.98,14.34%,25,143276.22
2702,QLD,QLD,高端型,20,45,30,26540,7270,29604.40,7269.13,24.55%,8.15,8.15,8.61,14.88%,25,148729.79
2702,QLD,SA,高端型,20,45,30,26540,7129,29604.40,7130.00,24.08%,8.26,8.26,8.70,14.73%,25,147193.62
2702,QLD,WA,高端型,20,45,30,26540,7634,29604.40,7635.37,25.79%,7.94,7.94,8.34,15.28%,25,152834.27
2702,QLD,TAS,高端型,20,45,30,26540,10148,29604.40,10149.52,34.28%,6.60,6.60,6.89,17.98%,25,180895.41
2702,QLD,NT,高端型,20,45,30,26540,10008,29604.40,10009.80,33.81%,6.66,6.66,6.96,17.83%,25,179335.95
2702,QLD,ACT,高端型,20,45,30,26540,8632,29604.40,8633.29,29.16%,7.35,7.35,7.69,16.36%,25,163972.36
2702,QLD,NSW,平衡型,13.2,30,13.2,13856,7778,19538.90,7549.21,38.64%,4.47,4.47,4.60,25.20%,25,132182.43
2702,QLD,VIC,平衡型,13.2,30,13.2,13856,6778,19538.90,6719.63,34.39%,4.82,4.82,4.98,23.54%,25,122924.95
2702,QLD,QLD,平衡型,13.2,30,13.2,13856,7270,19538.90,7268.14,37.20%,4.58,4.58,4.73,24.64%,25,129030.31
2702,QLD,SA,平衡型,13.2,30,13.2,13856,7129,19538.90,7013.24,35.89%,4.68,4.68,4.84,24.13%,25,126201.89
2702,QLD,WA,平衡型,13.2,30,13.2,13856,7634,19538.90,7509.71,38.43%,4.49,4.49,4.61,25.12%,25,131743.16
2702,QLD,TAS,平衡型,13.2,30,13.2,13856,10148,19538.90,8899.44,45.55%,3.99,3.99,4.09,27.91%,25,147265.11
2702,QLD,NT,平衡型,13.2,30,13.2,13856,10008,19538.90,9147.51,46.82%,3.91,3.91,4.01,28.41%,25,150033.00
2702,QLD,ACT,平衡型,13.2,30,13.2,13856,8632,19538.90,7949.39,40.68%,4.31,4.31,4.44,26.01%,25,136659.41
2702,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
2702,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
2702,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
2702,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
2702,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
2702,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
2702,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
2702,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
2703,QLD,NSW,高端型,14.52,33,21.8,19836,7778,21492.79,7779.87,36.20%,6.53,6.53,6.80,18.14%,25,135910.86
2703,QLD,VIC,高端型,14.52,33,21.8,19836,6778,21492.79,6779.02,31.54%,7.15,7.15,7.50,16.70%,25,124740.08
2703,QLD,QLD,高端型,14.52,33,21.8,19836,7270,21492.79,7269.13,33.82%,6.85,6.85,7.12,17.40%,25,130193.65
2703,QLD,SA,高端型,14.52,33,21.8,19836,7129,21492.79,7130.00,33.17%,6.93,6.93,7.23,17.21%,25,128657.49
2703,QLD,WA,高端型,14.52,33,21.8,19836,7634,21492.79,7635.37,35.53%,6.60,6.60,6.90,17.93%,25,134298.13
2703,QLD,TAS,高端型,14.52,33,21.8,19836,10148,21492.79,10147.56,47.21%,5.40,5.40,5.57,21.47%,25,162337.43
2703,QLD,NT,高端型,14.52,33,21.8,19836,10008,21492.79,10009.80,46.57%,5.45,5.45,5.62,21.28%,25,160799.81
2703,QLD,ACT,高端型,14.52,33,21.8,19836,8632,21492.79,8633.29,40.17%,6.06,6.06,6.31,19.35%,25,145436.22
2703,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.99,3.99,4.09,27.91%,25,112509.67
2703,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,4.16,4.16,4.28,26.79%,25,107735.87
2703,QLD,QLD,平衡型,10.12,23,10.1,10585,7270,14979.83,6849.88,45.73%,3.96,3.96,4.06,28.08%,25,113207.50
2703,QLD,SA,平衡型,10.12,23,10.1,10585,7129,14979.83,6523.02,43.55%,4.09,4.09,4.21,27.22%,25,109565.05
2703,QLD,WA,平衡型,10.12,23,10.1,10585,7634,14979.83,6989.46,46.66%,3.91,3.91,4.01,28.44%,25,114771.42
2703,QLD,TAS,平衡型,10.12,23,10.1,10585,10148,14979.83,7669.80,51.20%,3.65,3.65,3.74,30.23%,25,122365.73
2703,QLD,NT,平衡型,10.12,23,10.1,10585,10008,14979.83,7926.55,52.91%,3.57,3.57,3.65,30.90%,25,125231.37
2703,QLD,ACT,平衡型,10.12,23,10.1,10585,8632,14979.83,6767.48,45.18%,4.00,4.00,4.09,27.86%,25,112294.64
2703,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
2703,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
2703,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
2703,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
2703,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
2703,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
2703,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
2703,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
2704,QLD,NSW,高端型,10.56,24,15.8,14261,7778,15631.12,7727.22,49.43%,5.13,5.13,5.32,22.37%,25,121965.92
2704,QLD,VIC,高端型,10.56,24,15.8,14261,6778,15631.12,6779.02,43.37%,5.66,5.66,5.88,20.52%,25,111382.58
2704,QLD,QLD,高端型,10.56,24,15.8,14261,7270,15631.12,7269.13,46.50%,5.36,5.36,5.58,21.47%,25,116836.15
2704,QLD,SA,高端型,10.56,24,15.8,14261,7129,15631.12,7130.00,45.61%,5.47,5.47,5.65,21.21%,25,115299.98
2704,QLD,WA,高端型,10.56,24,15.8,14261,7634,15631.12,7635.37,48.85%,5.18,5.18,5.38,22.19%,25,120940.63
2704,QLD,TAS,高端型,10.56,24,15.8,14261,10148,15631.12,9585.05,61.32%,4.34,4.34,4.47,25.97%,25,142708.39
2704,QLD,NT,高端型,10.56,24,15.8,14261,10008,15631.12,9663.78,61.82%,4.31,4.31,4.44,26.12%,25,143577.64
2704,QLD,ACT,高端型,10.56,24,15.8,14261,8632,15631.12,8357.31,53.47%,4.84,4.84,5.00,23.59%,25,128996.51
2704,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.99,3.99,4.09,27.91%,25,112509.67
2704,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,4.16,4.16,4.28,26.79%,25,107735.87
2704,QLD,QLD,平衡型,10.12,23,10.1,10585,7270,14979.83,6849.88,45.73%,3.96,3.96,4.06,28.08%,25,113207.50
2704,QLD,SA,平衡型,10.12,23,10.1,10585,7129,14979.83,6523.02,43.55%,4.09,4.09,4.21,27.22%,25,109565.05
2704,QLD,WA,平衡型,10.12,23,10.1,10585,7634,14979.83,6989.46,46.66%,3.91,3.91,4.01,28.44%,25,114771.42
2704,QLD,TAS,平衡型,10.12,23,10.1,10585,10148,14979.83,7669.80,51.20%,3.65,3.65,3.74,30.23%,25,122365.73
2704,QLD,NT,平衡型,10.12,23,10.1,10585,10008,14979.83,7926.55,52.91%,3.57,3.57,3.65,30.90%,25,125231.37
2704,QLD,ACT,平衡型,10.12,23,10.1,10585,8632,14979.83,6767.48,45.18%,4.00,4.00,4.09,27.86%,25,112294.64
2704,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
2704,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
2704,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
2704,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
2704,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
2704,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
2704,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
2704,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
2705,QLD,NSW,高端型,4.4,10,9.1,7659,7778,6512.97,5821.57,89.38%,4.26,4.26,4.39,26.39%,25,78610.89
2705,QLD,VIC,高端型,4.4,10,9.1,7659,6778,6512.97,5618.03,86.26%,4.41,4.41,4.56,25.66%,25,76339.31
2705,QLD,QLD,高端型,4.4,10,9.1,7659,7270,6512.97,6054.35,92.96%,4.11,4.11,4.22,27.23%,25,81203.99
2705,QLD,SA,高端型,4.4,10,9.1,7659,7129,6512.97,5667.04,87.01%,4.37,4.37,4.52,25.84%,25,76886.34
2705,QLD,WA,高端型,4.4,10,9.1,7659,7634,6512.97,5949.11,91.34%,4.18,4.18,4.29,26.85%,25,80034.20
2705,QLD,TAS,高端型,4.4,10,9.1,7659,10148,6512.97,6290.64,96.59%,3.99,3.99,4.08,28.08%,25,83847.38
2705,QLD,NT,高端型,4.4,10,9.1,7659,10008,6512.97,6414.90,98.49%,3.93,3.93,4.02,28.52%,25,85233.40
2705,QLD,ACT,高端型,4.4,10,9.1,7659,8632,6512.97,5793.85,88.96%,4.28,4.28,4.41,26.29%,25,78301.90
2705,QLD,NSW,平衡型,4.4,10,6.6,6112,7778,6512.97,5157.68,79.19%,3.62,3.62,3.70,30.61%,25,72447.54
2705,QLD,VIC,平衡型,4.4,10,6.6,6112,6778,6512.97,4898.73,75.21%,3.77,3.77,3.87,29.44%,25,69557.29
2705,QLD,QLD,平衡型,4.4,10,6.6,6112,7270,6512.97,5338.48,81.97%,3.51,3.51,3.60,31.42%,25,74459.15
2705,QLD,SA,平衡型,4.4,10,6.6,6112,7129,6512.97,4966.91,76.26%,3.73,3.73,3.82,29.74%,25,70318.31
2705,QLD,WA,平衡型,4.4,10,6.6,6112,7634,6512.97,5311.96,81.56%,3.53,3.53,3.62,31.30%,25,74169.50
2705,QLD,TAS,平衡型,4.4,10,6.6,6112,10148,6512.97,5701.95,87.55%,3.30,3.30,3.38,33.07%,25,78523.81
2705,QLD,NT,平衡型,4.4,10,6.6,6112,10008,6512.97,5857.40,89.93%,3.22,3.22,3.29,33.78%,25,80258.96
2705,QLD,ACT,平衡型,4.4,10,6.6,6112,8632,6512.97,5110.66,78.47%,3.64,3.64,3.73,30.39%,25,71923.03
2705,QLD,NSW,经济型,4.4,10,4.4,4734,7778,6512.97,4456.80,68.43%,3.01,3.01,3.06,36.09%,25,65722.62
2705,QLD,VIC,经济型,4.4,10,4.4,4734,6778,6512.97,4153.17,63.77%,3.17,3.17,3.24,34.30%,25,62333.40
2705,QLD,QLD,经济型,4.4,10,4.4,4734,7270,6512.97,4573.36,70.22%,2.95,2.95,3.01,36.77%,25,67017.16
2705,QLD,SA,经济型,4.4,10,4.4,4734,7129,6512.97,4245.44,65.18%,3.12,3.12,3.19,34.84%,25,63363.29
2705,QLD,WA,经济型,4.4,10,4.4,4734,7634,6512.97,4630.39,71.09%,2.92,2.92,2.98,37.11%,25,67660.31
2705,QLD,TAS,经济型,4.4,10,4.4,4734,10148,6512.97,5087.94,78.12%,2.71,2.71,2.76,39.81%,25,72767.66
2705,QLD,NT,经济型,4.4,10,4.4,4734,10008,6512.97,5288.21,81.20%,2.63,2.63,2.67,41.00%,25,75003.21
2705,QLD,ACT,经济型,4.4,10,4.4,4734,8632,6512.97,4398.28,67.53%,3.04,3.04,3.09,35.74%,25,65069.62
2706,QLD,NSW,高端型,13.2,30,19.8,17991,7778,19538.90,7779.87,39.82%,6.08,6.08,6.34,19.28%,25,131458.36
2706,QLD,VIC,高端型,13.2,30,19.8,17991,6778,19538.90,6779.02,34.69%,6.69,6.69,7.00,17.71%,25,120287.58
2706,QLD,QLD,高端型,13.2,30,19.8,17991,7270,19538.90,7269.13,37.20%,6.36,6.36,6.66,18.48%,25,125741.15
2706,QLD,SA,高端型,13.2,30,19.8,17991,7129,19538.90,7130.00,36.49%,6.48,6.48,6.74,18.26%,25,124204.98
2706,QLD,WA,高端型,13.2,30,19.8,17991,7634,19538.90,7635.37,39.08%,6.16,6.16,6.43,19.05%,25,129845.63
2706,QLD,TAS,高端型,13.2,30,19.8,17991,10148,19538.90,10036.83,51.37%,5.03,5.03,5.20,22.77%,25,156649.20
2706,QLD,NT,高端型,13.2,30,19.8,17991,10008,19538.90,9980.97,51.08%,5.05,5.05,5.23,22.68%,25,156025.81
2706,QLD,ACT,高端型,13.2,30,19.8,17991,8632,19538.90,8633.24,44.18%,5.63,5.63,5.85,20.60%,25,140983.06
2706,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.99,3.99,4.09,27.91%,25,112509.67
2706,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,4.16,4.16,4.28,26.79%,25,107735.87
2706,QLD,QLD,平衡型,10.12,23,10.1,10585,7270,14979.83,6849.88,45.73%,3.96,3.96,4.06,28.08%,25,113207.50
2706,QLD,SA,平衡型,10.12,23,10.1,10585,7129,14979.83,6523.02,43.55%,4.09,4.09,4.21,27.22%,25,109565.05
2706,QLD,WA,平衡型,10.12,23,10.1,10585,7634,14979.83,6989.46,46.66%,3.91,3.91,4.01,28.44%,25,114771.42
2706,QLD,TAS,平衡型,10.12,23,10.1,10585,10148,14979.83,7669.80,51.20%,3.65,3.65,3.74,30.23%,25,122365.73
2706,QLD,NT,平衡型,10.12,23,10.1,10585,10008,14979.83,7926.55,52.91%,3.57,3.57,3.65,30.90%,25,125231.37
2706,QLD,ACT,平衡型,10.12,23,10.1,10585,8632,14979.83,6767.48,45.18%,4.00,4.00,4.09,27.86%,25,112294.64
2706,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
2706,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
2706,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
2706,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
2706,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
2706,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
2706,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
2706,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
2707,QLD,NSW,高端型,6.6,15,9.9,9034,7778,9769.45,6588.96,67.44%,4.07,4.07,4.18,27.49%,25,95862.17
2707,QLD,VIC,高端型,6.6,15,9.9,9034,6778,9769.45,6249.85,63.97%,4.25,4.25,4.37,26.46%,25,92075.88
2707,QLD,QLD,高端型,6.6,15,9.9,9034,7270,9769.45,6671.90,68.29%,4.03,4.03,4.13,27.74%,25,96781.03
2707,QLD,SA,高端型,6.6,15,9.9,9034,7129,9769.45,6351.73,65.02%,4.19,4.19,4.31,26.77%,25,93214.11
2707,QLD,WA,高端型,6.6,15,9.9,9034,7634,9769.45,6773.63,69.33%,3.98,3.98,4.08,28.06%,25,97923.59
2707,QLD,TAS,高端型,6.6,15,9.9,9034,10148,9769.45,7342.82,75.16%,3.72,3.72,3.82,29.79%,25,104277.17
2707,QLD,NT,高端型,6.6,15,9.9,9034,10008,9769.45,7546.15,77.24%,3.64,3.64,3.73,30.42%,25,106546.51
2707,QLD,ACT,高端型,6.6,15,9.9,9034,8632,9769.45,6561.21,67.16%,4.08,4.08,4.19,27.41%,25,95552.23
2707,QLD,NSW,平衡型,6.6,15,6.6,6947,7778,9769.45,5396.24,55.24%,3.48,3.48,3.56,31.63%,25,84197.00
2707,QLD,VIC,平衡型,6.6,15,6.6,6947,6778,9769.45,5063.91,51.83%,3.64,3.64,3.73,30.30%,25,80487.80
2707,QLD,QLD,平衡型,6.6,15,6.6,6947,7270,9769.45,5467.40,55.96%,3.43,3.43,3.52,31.91%,25,84984.64
2707,QLD,SA,平衡型,6.6,15,6.6,6947,7129,9769.45,5147.23,52.69%,3.60,3.60,3.68,30.64%,25,81417.71
2707,QLD,WA,平衡型,6.6,15,6.6,6947,7634,9769.45,5597.90,57.30%,3.38,3.38,3.46,32.44%,25,86447.81
2707,QLD,TAS,平衡型,6.6,15,6.6,6947,10148,9769.45,6223.37,63.70%,3.11,3.11,3.18,34.94%,25,93428.91
2707,QLD,NT,平衡型,6.6,15,6.6,6947,10008,9769.45,6473.69,66.26%,3.02,3.02,3.08,35.95%,25,96222.84
2707,QLD,ACT,平衡型,6.6,15,6.6,6947,8632,9769.45,5357.12,54.84%,3.50,3.50,3.58,31.48%,25,83760.38
2707,QLD,NSW,经济型,6.6,15,5.3,6120,7778,9769.45,4921.74,50.38%,3.19,3.19,3.26,34.07%,25,79549.94
2707,QLD,VIC,经济型,6.6,15,5.3,6120,6778,9769.45,4589.41,46.98%,3.36,3.36,3.44,32.55%,25,75840.73
2707,QLD,QLD,经济型,6.6,15,5.3,6120,7270,9769.45,4992.90,51.11%,3.15,3.15,3.22,34.39%,25,80337.58
2707,QLD,SA,经济型,6.6,15,5.3,6120,7129,9769.45,4672.73,47.83%,3.32,3.32,3.40,32.93%,25,76770.65
2707,QLD,WA,经济型,6.6,15,5.3,6120,7634,9769.45,5123.40,52.44%,3.10,3.10,3.17,34.98%,25,81800.75
2707,QLD,TAS,经济型,6.6,15,5.3,6120,10148,9769.45,5748.87,58.85%,2.86,2.86,2.91,37.84%,25,88781.85
2707,QLD,NT,经济型,6.6,15,5.3,6120,10008,9769.45,6005.27,61.47%,2.76,2.76,2.81,39.01%,25,91643.61
2707,QLD,ACT,经济型,6.6,15,5.3,6120,8632,9769.45,4882.62,49.98%,3.21,3.21,3.28,33.89%,25,79113.32
2708,QLD,NSW,高端型,6.16,14,9.2,8496,7778,9118.16,6301.60,69.11%,4.01,4.01,4.12,27.83%,25,91186.95
2708,QLD,VIC,高端型,6.16,14,9.2,8496,6778,9118.16,5996.28,65.76%,4.18,4.18,4.30,26.83%,25,87778.75
2708,QLD,QLD,高端型,6.16,14,9.2,8496,7270,9118.16,6402.97,70.22%,3.97,3.97,4.06,28.15%,25,92311.37
2708,QLD,SA,高端型,6.16,14,9.2,8496,7129,9118.16,6075.66,66.63%,4.13,4.13,4.25,27.09%,25,88664.87
2708,QLD,WA,高端型,6.16,14,9.2,8496,7634,9118.16,6484.07,71.11%,3.92,3.92,4.02,28.42%,25,93223.86
2708,QLD,TAS,高端型,6.16,14,9.2,8496,10148,9118.16,7027.47,77.07%,3.67,3.67,3.76,30.19%,25,99289.23
2708,QLD,NT,高端型,6.16,14,9.2,8496,10008,9118.16,7227.84,79.27%,3.59,3.59,3.67,30.84%,25,101525.59
2708,QLD,ACT,高端型,6.16,14,9.2,8496,8632,9118.16,6267.91,68.74%,4.03,4.03,4.14,27.72%,25,90810.73
2708,QLD,NSW,平衡型,6.16,14,6.6,6841,7778,9118.16,5377.61,58.98%,3.52,3.52,3.60,31.32%,25,82171.65
2708,QLD,VIC,平衡型,6.16,14,6.6,6841,6778,9118.16,5047.28,55.35%,3.68,3.68,3.78,29.98%,25,78484.63
2708,QLD,QLD,平衡型,6.16,14,6.6,6841,7270,9118.16,5453.97,59.81%,3.47,3.47,3.56,31.63%,25,83017.25
2708,QLD,SA,平衡型,6.16,14,6.6,6841,7129,9118.16,5131.79,56.28%,3.64,3.64,3.73,30.32%,25,79427.87
2708,QLD,WA,平衡型,6.16,14,6.6,6841,7634,9118.16,5577.08,61.16%,3.42,3.42,3.50,32.13%,25,84397.97
2708,QLD,TAS,平衡型,6.16,14,6.6,6841,10148,9118.16,6181.07,67.79%,3.14,3.14,3.21,34.59%,25,91139.47
2708,QLD,NT,平衡型,6.16,14,6.6,6841,10008,9118.16,6408.13,70.28%,3.06,3.06,3.12,35.51%,25,93674.13
2708,QLD,ACT,平衡型,6.16,14,6.6,6841,8632,9118.16,5332.56,58.48%,3.54,3.54,3.62,31.14%,25,81668.76
2708,QLD,NSW,经济型,6.16,14,4.9,5797,7778,9118.16,4757.11,52.17%,3.15,3.15,3.22,34.45%,25,76094.72
2708,QLD,VIC,经济型,6.16,14,4.9,5797,6778,9118.16,4426.78,48.55%,3.32,3.32,3.40,32.86%,25,72407.70
2708,QLD,QLD,经济型,6.16,14,4.9,5797,7270,9118.16,4833.47,53.01%,3.11,3.11,3.17,34.81%,25,76940.32
2708,QLD,SA,经济型,6.16,14,4.9,5797,7129,9118.16,4511.29,49.48%,3.28,3.28,3.36,33.26%,25,73350.94
2708,QLD,WA,经济型,6.16,14,4.9,5797,7634,9118.16,4956.58,54.36%,3.06,3.06,3.12,35.41%,25,78321.04
2708,QLD,TAS,经济型,6.16,14,4.9,5797,10148,9118.16,5574.51,61.14%,2.81,2.81,2.87,38.39%,25,85217.94
2708,QLD,NT,经济型,6.16,14,4.9,5797,10008,9118.16,5827.96,63.92%,2.71,2.71,2.77,39.61%,25,88046.70
2708,QLD,ACT,经济型,6.16,14,4.9,5797,8632,9118.16,4712.06,51.68%,3.17,3.17,3.24,34.23%,25,75591.83
2709,QLD,NSW,高端型,14.96,34,22.4,20374,7778,22144.09,7779.87,35.13%,6.63,6.63,6.93,17.87%,25,137428.36
2709,QLD,VIC,高端型,14.96,34,22.4,20374,6778,22144.09,6779.02,30.61%,7.27,7.27,7.61,16.47%,25,126257.58
2709,QLD,QLD,高端型,14.96,34,22.4,20374,7270,22144.09,7269.13,32.83%,6.95,6.95,7.23,17.15%,25,131711.15
2709,QLD,SA,高端型,14.96,34,22.4,20374,7129,22144.09,7130.00,32.20%,7.03,7.03,7.37,16.96%,25,130174.99
2709,QLD,WA,高端型,14.96,34,22.4,20374,7634,22144.09,7635.37,34.48%,6.71,6.71,7.02,17.66%,25,135815.63
2709,QLD,TAS,高端型,14.96,34,22.4,20374,10148,22144.09,10149.52,45.83%,5.49,5.49,5.67,21.12%,25,163876.77
2709,QLD,NT,高端型,14.96,34,22.4,20374,10008,22144.09,10009.80,45.20%,5.54,5.54,5.73,20.93%,25,162317.31
2709,QLD,ACT,高端型,14.96,34,22.4,20374,8632,22144.09,8633.29,38.99%,6.16,6.16,6.43,19.05%,25,146953.72
2709,QLD,NSW,平衡型,10.12,23,10.1,10585,7778,14979.83,6786.74,45.31%,3.99,3.99,4.09,27.91%,25,112509.67
2709,QLD,VIC,平衡型,10.12,23,10.1,10585,6778,14979.83,6359.33,42.45%,4.16,4.16,4.28,26.79%,25,107735.87
